고유 ID,주문 번호,주문 일자,배송 일자,배송 방법,고객번호,고객명,고객 세그먼트,시군구,시도,국가,지역,제품 코드,제품 대분류,제품 중분류,제품명,매출,수량,할인율,수익
119,ID-2014-18504,2015-10-23,2015-10-27,빠른 배송,FH-14365,한수혜,기업 고객,수성구,대구광역시,대한민국,영남,OFF-LA-10003396,사무용품,라벨,"Avery Color Coded Labels, Laser Printer Compatible",13555.8,2,0.5,-7619.4
120,IN-2013-33288,2014-05-23,2014-05-26,빠른 배송,PC-19000,한재우,홈 오피스,경주시,경상북도,대한민국,영남,OFF-LA-10001292,사무용품,라벨,"Smead File Folder Labels, Adjustable",20746.8,3,0,10098
121,IN-2013-33288,2014-05-23,2014-05-26,빠른 배송,PC-19000,한재우,홈 오피스,경주시,경상북도,대한민국,영남,OFF-ST-10002714,사무용품,수납용품,"Eldon Box, Industrial",10954.8,1,0,4467.6
122,IN-2013-33288,2014-05-23,2014-05-26,빠른 배송,PC-19000,한재우,홈 오피스,경주시,경상북도,대한민국,영남,OFF-ST-10004015,사무용품,수납용품,"Smead Trays, Blue",148348.8,3,0,72613.8
123,IN-2013-33288,2014-05-23,2014-05-26,빠른 배송,PC-19000,한재우,홈 오피스,경주시,경상북도,대한민국,영남,TEC-AC-10003753,사무기기,악세사리,"SanDisk Router, Programmable",1052028,4,0,189352.8
124,IN-2012-56346,2013-11-23,2013-11-26,특급 배송,NW-18400,손민,소비자,강남구,서울특별시,대한민국,수도권,FUR-FU-10000921,가구,가구류,"Advantus Door Stop, Erganomic",222615,5,0,19890
125,IN-2012-16229,2013-12-13,2013-12-17,표준 배송,CK-12205,황윤설,소비자,동구,울산광역시,대한민국,영남,TEC-PH-10003954,사무기기,전화기,"Cisco Signal Booster, Cordless",283992.48,2,0.1,25238.88
126,IN-2013-53175,2014-06-19,2014-06-24,표준 배송,BO-11350,차태민,기업 고객,구로구,서울특별시,대한민국,수도권,TEC-PH-10004509,사무기기,전화기,"Nokia Audio Dock, Cordless",143574.894,1,0.17,25917.894
127,IN-2013-53175,2014-06-19,2014-06-24,표준 배송,BO-11350,차태민,기업 고객,구로구,서울특별시,대한민국,수도권,OFF-FA-10002597,사무용품,파스너,"OIC Clamps, 12 Pack",145313.28,14,0.47,-123721.92
128,IN-2013-14010,2014-04-01,2014-04-06,표준 배송,KC-16255,안주찬,기업 고객,오산시,경기도,대한민국,수도권,TEC-CO-10003982,사무기기,복사기,"HP Ink, High-Speed",647190,5,0,278154
129,IN-2013-14010,2014-04-01,2014-04-06,표준 배송,KC-16255,안주찬,기업 고객,오산시,경기도,대한민국,수도권,OFF-AR-10004456,사무용품,필기구,"Binney & Smith Markers, Blue",98287.2,4,0,12729.6
130,IN-2015-16887,2016-05-05,2016-05-07,빠른 배송,CC-12475,노재성,소비자,수성구,대구광역시,대한민국,영남,TEC-CO-10002040,사무기기,복사기,"Brother Fax Machine, Digital",1298174.4,4,0,545169.6
131,ID-2013-60427,2014-07-15,2014-07-21,표준 배송,RB-19795,민오성,홈 오피스,포천시,경기도,대한민국,수도권,TEC-AC-10001022,사무기기,악세사리,"SanDisk Flash Drive, USB",107444.25,5,0.47,-54735.75
132,IN-2015-53427,2016-05-09,2016-05-15,표준 배송,LT-16765,문희진,소비자,북구,부산광역시,대한민국,영남,OFF-BI-10002907,사무용품,바인더,"Wilson Jones 3-Hole Punch, Economy",57099.6,2,0,7956
133,IN-2015-53427,2016-05-09,2016-05-15,표준 배송,LT-16765,문희진,소비자,북구,부산광역시,대한민국,영남,OFF-AP-10002371,사무용품,가전,"KitchenAid Blender, Silver",100827,1,0,43329.6
134,IN-2015-53427,2016-05-09,2016-05-15,표준 배송,LT-16765,문희진,소비자,북구,부산광역시,대한민국,영남,FUR-TA-10004711,가구,탁자,"Lesro Conference Table, Adjustable Height",4384827,5,0,306918
135,IN-2015-53427,2016-05-09,2016-05-15,표준 배송,LT-16765,문희진,소비자,북구,부산광역시,대한민국,영남,OFF-PA-10004124,사무용품,종이,"SanDisk Message Books, 8.5 x 11",114076.8,4,0,3304.8
136,IN-2015-63591,2016-12-13,2016-12-18,표준 배송,ZD-21925,강현석,소비자,고양시,경기도,대한민국,수도권,FUR-TA-10003576,가구,탁자,"Hon Coffee Table, Adjustable Height",454232.52,2,0.3,64878.12
137,IN-2012-32196,2013-01-31,2013-02-05,표준 배송,LS-17200,최승준,기업 고객,전주시,전라북도,대한민국,호남,FUR-CH-10004065,가구,의자,"SAFCO Bag Chairs, Adjustable",381373.92,8,0.1,25189.92
138,IN-2012-32196,2013-01-31,2013-02-05,표준 배송,LS-17200,최승준,기업 고객,전주시,전라북도,대한민국,호남,TEC-MA-10002680,사무기기,전산기기,"Konica Inkjet, White",855364.86,3,0.1,123535.26
139,ID-2014-36242,2015-09-07,2015-09-09,빠른 배송,TS-21610,정인희,소비자,남구,부산광역시,대한민국,영남,OFF-SU-10000062,사무용품,일반 사무용품,"Stiletto Scissors, High Speed",173391.84,8,0.1,-15593.76
140,ID-2014-36242,2015-09-07,2015-09-09,빠른 배송,TS-21610,정인희,소비자,남구,부산광역시,대한민국,영남,OFF-BI-10000006,사무용품,바인더,"Ibico Binder, Durable",31175.28,2,0.1,3757.68
141,ID-2014-36242,2015-09-07,2015-09-09,빠른 배송,TS-21610,정인희,소비자,남구,부산광역시,대한민국,영남,TEC-CO-10003574,사무기기,복사기,"Brother Personal Copier, High-Speed",518082.48,4,0.1,189928.08
142,ID-2014-36242,2015-09-07,2015-09-09,빠른 배송,TS-21610,정인희,소비자,남구,부산광역시,대한민국,영남,FUR-BO-10004821,가구,책장,"Dania Corner Shelving, Traditional",672361.56,6,0.1,-165.24
143,ID-2014-36242,2015-09-07,2015-09-09,빠른 배송,TS-21610,정인희,소비자,남구,부산광역시,대한민국,영남,OFF-AR-10000762,사무용품,필기구,"BIC Pens, Water Color",80141.4,5,0.1,13280.4
144,IN-2013-24146,2014-06-05,2014-06-07,특급 배송,BD-11560,조희성,홈 오피스,청주시,충청북도,대한민국,충청,TEC-AC-10001995,사무기기,악세사리,"Logitech Router, USB",401444.154,3,0.47,-83351.646
145,IN-2013-24146,2014-06-05,2014-06-07,특급 배송,BD-11560,조희성,홈 오피스,청주시,충청북도,대한민국,충청,OFF-FA-10003893,사무용품,파스너,"OIC Paper Clips, 12 Pack",35201.628,3,0.17,-49.572
146,IN-2014-66923,2015-06-21,2015-06-26,표준 배송,CS-12175,이한울,기업 고객,광명시,경기도,대한민국,수도권,OFF-LA-10000784,사무용품,라벨,"Harbour Creations File Folder Labels, 5000 Label Set",16744.32,2,0.1,7441.92
147,IN-2014-66923,2015-06-21,2015-06-26,표준 배송,CS-12175,이한울,기업 고객,광명시,경기도,대한민국,수도권,OFF-ST-10003953,사무용품,수납용품,"Smead File Cart, Industrial",825098.4,7,0.1,164934
148,IN-2014-66923,2015-06-21,2015-06-26,표준 배송,CS-12175,이한울,기업 고객,광명시,경기도,대한민국,수도권,OFF-AR-10000762,사무용품,필기구,"BIC Pens, Water Color",144254.52,9,0.1,23904.72
149,IN-2014-66923,2015-06-21,2015-06-26,표준 배송,CS-12175,이한울,기업 고객,광명시,경기도,대한민국,수도권,TEC-PH-10000297,사무기기,전화기,"Apple Office Telephone, with Caller ID",179781.12,3,0.1,57870.72
150,IN-2015-76058,2016-03-13,2016-03-15,특급 배송,FO-14305,오승리,소비자,광진구,서울특별시,대한민국,수도권,OFF-PA-10000382,사무용품,종이,"SanDisk Computer Printout Paper, Multicolor",63648,2,0,26071.2
151,IN-2015-76058,2016-03-13,2016-03-15,특급 배송,FO-14305,오승리,소비자,광진구,서울특별시,대한민국,수도권,OFF-AR-10001773,사무용품,필기구,"Sanford Markers, Water Color",53917.2,2,0,11811.6
152,IN-2015-76058,2016-03-13,2016-03-15,특급 배송,FO-14305,오승리,소비자,광진구,서울특별시,대한민국,수도권,OFF-FA-10003604,사무용품,파스너,"Stockwell Paper Clips, Assorted Sizes",46267.2,4,0,6364.8
153,IN-2015-76058,2016-03-13,2016-03-15,특급 배송,FO-14305,오승리,소비자,광진구,서울특별시,대한민국,수도권,FUR-CH-10004694,가구,의자,"Office Star Rocking Chair, Black",988747.2,7,0,355786.2
154,IN-2015-76058,2016-03-13,2016-03-15,특급 배송,FO-14305,오승리,소비자,광진구,서울특별시,대한민국,수도권,OFF-PA-10000302,사무용품,종이,"Eaton Computer Printout Paper, Multicolor",85557.6,3,0,31579.2
155,IN-2015-76058,2016-03-13,2016-03-15,특급 배송,FO-14305,오승리,소비자,광진구,서울특별시,대한민국,수도권,OFF-EN-10003601,사무용품,봉투,"GlobeWeis Clasp Envelope, Set of 50",50490,5,0,0
156,IN-2015-76058,2016-03-13,2016-03-15,특급 배송,FO-14305,오승리,소비자,광진구,서울특별시,대한민국,수도권,FUR-FU-10000496,가구,가구류,"Eldon Clock, Duo Pack",115423.2,2,0,54223.2
157,IN-2015-17489,2016-12-22,2016-12-26,표준 배송,DF-13135,문익현,소비자,부평구,인천광역시,대한민국,수도권,OFF-BI-10004651,사무용품,바인더,"Cardinal Binding Machine, Clear",166712.472,4,0.17,58143.672
158,IN-2015-17489,2016-12-22,2016-12-26,표준 배송,DF-13135,문익현,소비자,부평구,인천광역시,대한민국,수도권,OFF-AR-10000539,사무용품,필기구,"Boston Markers, Easy-Erase",59508.432,3,0.27,-16318.368
159,IN-2015-46343,2016-09-23,2016-09-27,표준 배송,JW-15220,현유희,기업 고객,의령군,경상남도,대한민국,영남,OFF-LA-10003396,사무용품,라벨,"Avery Color Coded Labels, Laser Printer Compatible",67779,5,0,14841
160,IN-2015-46343,2016-09-23,2016-09-27,표준 배송,JW-15220,현유희,기업 고객,의령군,경상남도,대한민국,영남,OFF-ST-10004325,사무용품,수납용품,"Eldon Box, Single Width",52479,5,0,20961
161,IN-2014-11938,2015-11-01,2015-11-05,표준 배송,EL-13735,김민재,홈 오피스,강북구,서울특별시,대한민국,수도권,FUR-BO-10001255,가구,책장,"Ikea Library with Doors, Mobile",2687243.04,8,0.1,119291.04
162,IN-2014-62828,2015-01-31,2015-02-02,빠른 배송,AB-10150,정우석,소비자,동구,광주광역시,대한민국,호남,FUR-FU-10003939,가구,가구류,"Tenex Photo Frame, Duo Pack",211752,5,0.2,42228
163,IN-2015-30817,2016-05-08,2016-05-12,표준 배송,GM-14440,정경진,소비자,증평군,충청북도,대한민국,충청,OFF-SU-10004177,사무용품,일반 사무용품,"Fiskars Box Cutter, Easy Grip",151531.2,4,0,33292.8
164,IN-2015-30817,2016-05-08,2016-05-12,표준 배송,GM-14440,정경진,소비자,증평군,충청북도,대한민국,충청,OFF-AR-10001228,사무용품,필기구,"Binney & Smith Pens, Easy-Erase",37362.6,3,0,13035.6
165,IN-2015-30817,2016-05-08,2016-05-12,표준 배송,GM-14440,정경진,소비자,증평군,충청북도,대한민국,충청,FUR-CH-10002213,가구,의자,"Hon Executive Leather Armchair, Black",1398848.4,3,0,139811.4
166,IN-2015-66853,2016-05-19,2016-05-24,빠른 배송,DB-12970,강미연,기업 고객,강서구,서울특별시,대한민국,수도권,OFF-FA-10000027,사무용품,파스너,"Stockwell Rubber Bands, Bulk Pack",29633.04,2,0.1,12497.04
167,IN-2015-66853,2016-05-19,2016-05-24,빠른 배송,DB-12970,강미연,기업 고객,강서구,서울특별시,대한민국,수도권,FUR-BO-10002819,가구,책장,"Ikea Stackable Bookrack, Traditional",225056.88,2,0.1,47454.48
168,IN-2015-66853,2016-05-19,2016-05-24,빠른 배송,DB-12970,강미연,기업 고객,강서구,서울특별시,대한민국,수도권,OFF-SU-10004306,사무용품,일반 사무용품,"Kleencut Trimmer, Steel",187409.7,5,0.1,-12561.3
169,ID-2015-74462,2016-12-23,2016-12-25,빠른 배송,MC-17845,우하민,소비자,목포시,전라남도,대한민국,호남,TEC-AC-10000857,사무기기,악세사리,"Belkin Router, Programmable",438000.75,3,0.45,-175223.25
170,ID-2015-74462,2016-12-23,2016-12-25,빠른 배송,MC-17845,우하민,소비자,목포시,전라남도,대한민국,호남,OFF-AR-10000681,사무용품,필기구,"Binney & Smith Sketch Pad, Water Color",27769.5,1,0.45,-15651.9
171,ID-2015-13940,2016-10-07,2016-10-12,빠른 배송,DK-13375,송도희,소비자,양주시,경기도,대한민국,수도권,FUR-CH-10003354,가구,의자,"Novimex Bag Chairs, Black",199802.7,5,0.1,-20058.3
172,ID-2015-13940,2016-10-07,2016-10-12,빠른 배송,DK-13375,송도희,소비자,양주시,경기도,대한민국,수도권,OFF-ST-10000542,사무용품,수납용품,"Fellowes Folders, Industrial",49351.68,2,0.1,2717.28
173,ID-2015-13940,2016-10-07,2016-10-12,빠른 배송,DK-13375,송도희,소비자,양주시,경기도,대한민국,수도권,FUR-BO-10002682,가구,책장,"Safco Stackable Bookrack, Mobile",410290.92,3,0.1,9033.12
174,ID-2015-13940,2016-10-07,2016-10-12,빠른 배송,DK-13375,송도희,소비자,양주시,경기도,대한민국,수도권,OFF-BI-10002243,사무용품,바인더,"Wilson Jones 3-Hole Punch, Durable",54143.64,2,0.1,19810.44
175,ID-2015-13940,2016-10-07,2016-10-12,빠른 배송,DK-13375,송도희,소비자,양주시,경기도,대한민국,수도권,FUR-FU-10002659,가구,가구류,"Eldon Clock, Black",466968.24,9,0.1,124370.64
176,IN-2015-25063,2016-06-16,2016-06-21,표준 배송,MD-17860,황상철,기업 고객,과천시,경기도,대한민국,수도권,TEC-CO-10003354,사무기기,복사기,"Brother Fax Machine, Laser",2339357.76,8,0.1,519759.36
177,IN-2014-51768,2015-05-28,2015-06-02,표준 배송,CC-12430,임호섭,홈 오피스,유성구,대전광역시,대한민국,충청,FUR-FU-10001129,가구,가구류,"Deflect-O Stacking Tray, Black",103428,4,0,15422.4
178,ID-2014-52370,2015-05-30,2015-06-03,표준 배송,JR-15670,성미령,소비자,순천시,전라남도,대한민국,호남,OFF-BI-10002881,사무용품,바인더,"Wilson Jones Binding Machine, Economy",41449.536,1,0.17,-7510.464
179,ID-2014-52370,2015-05-30,2015-06-03,표준 배송,JR-15670,성미령,소비자,순천시,전라남도,대한민국,호남,FUR-CH-10002573,가구,의자,"Office Star Executive Leather Armchair, Adjustable",1731195,5,0.27,-237150
180,ID-2014-52370,2015-05-30,2015-06-03,표준 배송,JR-15670,성미령,소비자,순천시,전라남도,대한민국,호남,OFF-BI-10000006,사무용품,바인더,"Ibico Binder, Durable",28750.536,2,0.17,1332.936
181,ID-2013-61722,2014-11-14,2014-11-17,특급 배송,TC-21145,허다솜,기업 고객,충주시,충청북도,대한민국,충청,OFF-AR-10000762,사무용품,필기구,"BIC Pens, Water Color",29385.18,3,0.45,-10731.42
182,ID-2013-61722,2014-11-14,2014-11-17,특급 배송,TC-21145,허다솜,기업 고객,충주시,충청북도,대한민국,충청,TEC-AC-10004016,사무기기,악세사리,"Memorex Flash Drive, Programmable",121344.3,7,0.45,-46374.3
183,ID-2013-61722,2014-11-14,2014-11-17,특급 배송,TC-21145,허다솜,기업 고객,충주시,충청북도,대한민국,충청,FUR-BO-10001342,가구,책장,"Safco Corner Shelving, Metal",98733.96,1,0.35,-53164.44
184,ID-2013-61722,2014-11-14,2014-11-17,특급 배송,TC-21145,허다솜,기업 고객,충주시,충청북도,대한민국,충청,FUR-CH-10003580,가구,의자,"Harbour Creations Bag Chairs, Black",90560.7,2,0.25,28932.3
185,ID-2013-61722,2014-11-14,2014-11-17,특급 배송,TC-21145,허다솜,기업 고객,충주시,충청북도,대한민국,충청,OFF-LA-10003396,사무용품,라벨,"Avery Color Coded Labels, Laser Printer Compatible",44734.14,6,0.45,-18791.46
186,ID-2013-61722,2014-11-14,2014-11-17,특급 배송,TC-21145,허다솜,기업 고객,충주시,충청북도,대한민국,충청,FUR-CH-10002224,가구,의자,"Hon Rocking Chair, Set of Two",609873.3,6,0.25,-170793.9
187,IN-2014-31678,2015-02-24,2015-02-28,표준 배송,LW-17215,안병철,소비자,강북구,서울특별시,대한민국,수도권,TEC-AC-10002221,사무기기,악세사리,"Memorex Mouse, Bluetooth",28733.4,1,0,3427.2
188,ID-2014-12624,2015-08-30,2015-09-03,빠른 배송,JJ-15760,유해선,홈 오피스,서구,인천광역시,대한민국,수도권,FUR-TA-10003954,가구,탁자,"Barricks Conference Table, with Bottom Storage",1295310.24,2,0.3,-37013.76
189,ID-2014-12624,2015-08-30,2015-09-03,빠른 배송,JJ-15760,유해선,홈 오피스,서구,인천광역시,대한민국,수도권,OFF-PA-10003744,사무용품,종이,"Green Bar Parchment Paper, Multicolor",55355.4,3,0,17625.6
190,ID-2014-12624,2015-08-30,2015-09-03,빠른 배송,JJ-15760,유해선,홈 오피스,서구,인천광역시,대한민국,수도권,TEC-AC-10002482,사무기기,악세사리,"Logitech Mouse, Erganomic",82895.4,3,0,826.2
191,IN-2015-64235,2016-06-21,2016-06-27,표준 배송,FM-14290,유경호,홈 오피스,장흥군,전라남도,대한민국,호남,OFF-SU-10004236,사무용품,일반 사무용품,"Stiletto Letter Opener, Steel",138140.64,6,0.1,35141.04
192,IN-2013-21297,2014-09-22,2014-09-29,표준 배송,ES-14080,이승관,기업 고객,동구,대전광역시,대한민국,충청,OFF-ST-10000485,사무용품,수납용품,"Fellowes Folders, Single Width",89502.552,4,0.17,6392.952
193,IN-2013-46063,2014-11-09,2014-11-11,빠른 배송,CY-12745,고정민,기업 고객,금천구,서울특별시,대한민국,수도권,TEC-CO-10001654,사무기기,복사기,"Hewlett Wireless Fax, Digital",774853.2,2,0,317689.2
194,IN-2013-46063,2014-11-09,2014-11-11,빠른 배송,CY-12745,고정민,기업 고객,금천구,서울특별시,대한민국,수도권,OFF-BI-10003806,사무용품,바인더,"Avery Index Tab, Clear",64566,10,0,30906
195,IN-2013-46063,2014-11-09,2014-11-11,빠른 배송,CY-12745,고정민,기업 고객,금천구,서울특별시,대한민국,수도권,FUR-CH-10004089,가구,의자,"Harbour Creations Bag Chairs, Set of Two",65147.4,1,0,18880.2
196,IN-2013-55289,2014-04-26,2014-04-30,표준 배송,MG-17695,주주안,소비자,부천시,경기도,대한민국,수도권,OFF-LA-10004430,사무용품,라벨,"Avery Shipping Labels, Laser Printer Compatible",32634.9,3,0.1,13356.9
197,IN-2014-49633,2015-10-09,2015-10-14,표준 배송,CL-12700,한우빈,홈 오피스,수원시,경기도,대한민국,수도권,OFF-SU-10002445,사무용품,일반 사무용품,"Fiskars Trimmer, High Speed",258876,6,0,74908.8
198,IN-2012-52783,2013-11-08,2013-11-10,특급 배송,SP-20920,오희창,소비자,도봉구,서울특별시,대한민국,수도권,TEC-MA-10001267,사무기기,전산기기,"Epson Calculator, Red",88862.4,2,0,23072.4
199,IN-2015-76450,2016-11-17,2016-11-21,표준 배송,PJ-19015,임은수,소비자,서귀포시,제주특별자치도,대한민국,호남,OFF-BI-10004666,사무용품,바인더,"Wilson Jones Binding Machine, Durable",128158.308,3,0.17,43151.508
200,IN-2015-76450,2016-11-17,2016-11-21,표준 배송,PJ-19015,임은수,소비자,서귀포시,제주특별자치도,대한민국,호남,OFF-ST-10003203,사무용품,수납용품,"Eldon Lockers, Wire Frame",500289.804,3,0.17,156682.404
201,IN-2015-20226,2016-06-14,2016-06-16,특급 배송,PB-19105,최정희,소비자,동구,대구광역시,대한민국,영남,OFF-BI-10001312,사무용품,바인더,"Cardinal 3-Hole Punch, Clear",86475.6,3,0,36261
